('Total Revenue', '198,270,000', '198,270,000', '168,088,000', '143,015,000', '125,843,000')
         646801 function calls (620515 primitive calls) in 1.394 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
        1    0.000    0.000    0.000    0.000 parse.py:684(parse_qsl)
        1    0.000    0.000    0.000    0.000 parse.py:968(unwrap)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(HTTPError)
        7    0.000    0.000    0.000    0.000 _models.py:118(raw)
        1    0.000    0.000    0.000    0.000 _models.py:175(get_list)
        1    0.000    0.000    0.000    0.000 _models.py:565(encoding)
        1    0.000    0.000    0.000    0.000 _models.py:678(has_redirect_location)
        1    0.000    0.000    0.133    0.133 _models.py:787(read)
        1    0.000    0.000    0.000    0.000 _models.py:878(close)
        1    0.000    0.000    0.000    0.000 _models.py:1001(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:876(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:866(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1255(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:1837(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 _utils.py:401(sync_start)
        2    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        2    0.000    0.000    0.000    0.000 __init__.py:1429(log)
        1    0.000    0.000    0.000    0.000 _decoders.py:247(__init__)
        1    0.000    0.000    0.000    0.000 _urls.py:560(__init__)
        2    0.000    0.000    0.000    0.000 api.py:41(iri_reference)
       18    0.000    0.000    0.000    0.000 iri.py:127(<genexpr>)
        4    0.000    0.000    0.000    0.000 _mixin.py:77(userinfo)
        3    0.000    0.000    0.000    0.000 uri.py:85(__new__)
        1    0.000    0.000    0.000    0.000 _config.py:318(Proxy)
        1    0.000    0.000    0.000    0.000 default.py:247(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 connection.py:26(__init__)
        3    0.000    0.000    0.000    0.000 _synchronization.py:53(__init__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:935(<listcomp>)
        1    0.000    0.000    0.000    0.000 _sockets.py:50(SocketAttribute)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2051(IPv6Interface)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1187(ParamSpec)
        1    0.000    0.000    0.000    0.000 lowlevel.py:79(RunvarToken)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:17(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 events.py:104(TimerHandle)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:405(SSLProtocol)
        1    0.000    0.000    0.000    0.000 tasks.py:81(Task)
        1    0.000    0.000    0.000    0.000 streams.py:351(StreamReader)
        1    0.000    0.000    0.000    0.000 unix_events.py:559(_UnixWritePipeTransport)
        2    0.000    0.000    0.000    0.000 sync.py:60(get_extra_info)
        4    0.000    0.000    0.000    0.000 _headers.py:92(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:112(create_connection)
        1    0.000    0.000    0.000    0.000 connection_pool.py:299(close)
        1    0.000    0.000    0.000    0.000 auto.py:8(AutoBackend)
        1    0.000    0.000    0.070    0.070 __init__.py:444(_feed)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_decl)
        1    0.000    0.000    0.070    0.070 _htmlparser.py:391(feed)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       16    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:937(is_resource)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:550(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        5    0.000    0.000    0.000    0.000 enum.py:615(__hash__)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        2    0.000    0.000    0.000    0.000 typing.py:1180(__class_getitem__)
        1    0.000    0.000    0.000    0.000 _client.py:95(ClientState)
        2    0.000    0.000    0.000    0.000 _client.py:296(cookies)
        1    0.000    0.000    0.000    0.000 _client.py:369(_merge_url)
        1    0.000    0.000    0.010    0.010 _config.py:43(create_ssl_context)
        1    0.000    0.000    0.653    0.653 _client.py:761(request)
        1    0.000    0.000    0.000    0.000 _client.py:1261(__enter__)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 _auth.py:54(sync_auth_flow)
        1    0.000    0.000    0.000    0.000 _auth.py:105(FunctionAuth)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.003    0.003 request.py:2647(getproxies)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 parse.py:105(_decode_args)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:512(options)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 _models.py:385(read)
        1    0.000    0.000    0.000    0.000 _models.py:1147(__bool__)
        1    0.000    0.000    0.000    0.000 _models.py:1180(_CookieCompatResponse)
        1    0.000    0.000    0.000    0.000 _content.py:41(IteratorByteStream)
        2    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
        5    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
        2    0.000    0.000    0.000    0.000 inspect.py:1192(formatannotation)
       10    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        1    0.000    0.000    0.000    0.000 _multipart.py:69(FileField)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        7    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        1    0.000    0.000    0.000    0.000 _utils.py:72(is_known_encoding)
        1    0.000    0.000    0.000    0.000 _utils.py:407(sync_elapsed)
        1    0.000    0.000    0.000    0.000 _utils.py:416(URLPattern)
        9    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        2    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 _decoders.py:80(flush)
        1    0.000    0.000    0.000    0.000 _decoders.py:139(MultiDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:242(TextDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:257(LineDecoder)
        3    0.000    0.000    0.000    0.000 _urls.py:340(is_absolute_url)
        1    0.000    0.000    0.000    0.000 iri.py:140(<listcomp>)
        2    0.000    0.000    0.000    0.000 compat.py:56(to_bytes)
        4    0.000    0.000    0.000    0.000 _mixin.py:68(port)
        1    0.000    0.000    0.000    0.000 normalizers.py:73(normalize_path)
        1    0.000    0.000    0.000    0.000 normalizers.py:111(remove_dot_segments)
        1    0.000    0.000    0.000    0.000 resources.py:34(_get_package)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
        1    0.000    0.000    0.000    0.000 asgi.py:36(ASGITransport)
        1    0.000    0.000    0.000    0.000 _models.py:144(ByteStream)
        2    0.000    0.000    0.000    0.000 _models.py:169(__eq__)
        1    0.000    0.000    0.000    0.000 _models.py:316(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:27(AsyncEvent)
        1    0.000    0.000    0.000    0.000 _synchronization.py:69(Event)
        1    0.000    0.000    0.000    0.000 _resources.py:8(AsyncResource)
        1    0.000    0.000    0.000    0.000 _sockets.py:113(UNIXSocketStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:137(SocketListener)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1405(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _typedattr.py:21(TypedAttributeSet)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:530(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:698(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1491(_SpecialForm)
        1    0.000    0.000    0.000    0.000 _streams.py:185(Listener)
        1    0.000    0.000    0.000    0.000 lowlevel.py:75(_NoValueSet)
        1    0.000    0.000    0.000    0.000 base_events.py:246(Server)
        1    0.000    0.000    0.002    0.002 __init__.py:39(__getattr__)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:309(Future)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:234(Event)
        1    0.000    0.000    0.000    0.000 queues.py:20(Queue)
        1    0.000    0.000    0.000    0.000 streams.py:212(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:276(StreamWriter)
        1    0.000    0.000    0.000    0.000 unix_events.py:996(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1106(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 selector_events.py:576(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 thread.py:108(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 memory.py:31(MemoryObjectStreamState)
        2    0.000    0.000    0.000    0.000 sync.py:19(__init__)
        2    0.000    0.000    0.000    0.000 http11.py:30(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 http11.py:283(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 _connection.py:47(_keep_alive)
        1    0.000    0.000    0.000    0.000 _headers.py:115(raw_items)
        1    0.000    0.000    0.000    0.000 _state.py:201(__init__)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:146(is_next_line_obviously_invalid_request_line)
        1    0.000    0.000    0.000    0.000 _writers.py:17(write_headers)
        2    0.000    0.000    0.000    0.000 _writers.py:56(__call__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:143(_attempt_to_acquire_connection)
        1    0.000    0.000    0.000    0.000 wsgi.py:33(WSGITransport)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 __init__.py:589(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 element.py:121(ContentMetaAttributeValue)
        5    0.000    0.000    0.000    0.000 element.py:293(<listcomp>)
        1    0.000    0.000    0.000    0.000 __meta__.py:39(Version)
        1    0.000    0.000    0.000    0.000 css_parser.py:305(SelectorPattern)
        1    0.000    0.000    0.000    0.000 css_parser.py:325(SpecialPseudoPattern)
        1    0.000    0.000    0.000    0.000 css_parser.py:362(_Selector)
        1    0.000    0.000    0.000    0.000 css_types.py:284(SelectorContains)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 dammit.py:317(EncodingDetector)
        1    0.000    0.000    0.000    0.000 md.py:245(SuperWeirdWordPlugin)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:66(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       24    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
       11    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:711(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(resource_path)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:990(getincrementaldecoder)
        2    0.000    0.000    0.000    0.000 abc.py:130(register)
        1    0.000    0.000    0.000    0.000 os.py:772(getenv)
        2    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:619(update)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 financial_enhanced.py:21(YahooFinanceScrapper)
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 typing.py:1288(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1333(SupportsRound)
        1    0.000    0.000    0.000    0.000 _client.py:109(BoundSyncStream)
        1    0.000    0.000    0.000    0.000 _client.py:132(BoundAsyncStream)
        2    0.000    0.000    0.000    0.000 _client.py:427(_build_auth)
        1    0.000    0.000    0.000    0.000 parseresult.py:37(ParseResultMixin)
        1    0.000    0.000    0.000    0.000 parseresult.py:256(ParseResultBytes)
        1    0.000    0.000    0.010    0.010 _config.py:61(__init__)
        1    0.000    0.000    0.000    0.000 _config.py:249(as_dict)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:1081(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:2394(ftpwrapper)
        1    0.000    0.000    0.000    0.000 client.py:1393(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 socket.py:438(type)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 parse.py:451(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:645(parse_qs)
        1    0.000    0.000    0.000    0.000 parse.py:1052(splittag)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ssl.py:383(Purpose)
        1    0.000    0.000    0.001    0.001 ssl.py:398(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:402(_encode_hostname)
        1    0.000    0.000    0.000    0.000 ssl.py:516(options)
        1    0.000    0.000    0.000    0.000 ssl.py:526(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 ssl.py:557(verify_mode)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        3    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:279(StreamConsumed)
        1    0.000    0.000    0.000    0.000 _models.py:194(<listcomp>)
        5    0.000    0.000    0.000    0.000 _models.py:271(<listcomp>)
        1    0.000    0.000    0.000    0.000 _models.py:527(http_version)
        2    0.000    0.000    0.000    0.000 _models.py:548(content)
        1    0.000    0.000    0.000    0.000 cgi.py:264(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:735(Cookie)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1216(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
        4    0.000    0.000    0.000    0.000 _content.py:34(__iter__)
        1    0.000    0.000    0.000    0.000 _content.py:68(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:184(encode_request)
       10    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.000    0.000 pathlib.py:45(_ignore_error)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        4    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
        1    0.000    0.000    0.000    0.000 _types.py:97(SyncByteStream)
        1    0.000    0.000    0.000    0.000 _types.py:137(AsyncByteStream)
        1    0.000    0.000    0.000    0.000 _utils.py:133(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:153(get_credentials)
        1    0.000    0.000    0.000    0.000 _utils.py:163(get_ca_bundle_from_env)
        1    0.000    0.000    0.000    0.000 _utils.py:317(<listcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:385(Timer)
        1    0.000    0.000    0.000    0.000 __init__.py:140(addLevelName)
        2    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:991(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        1    0.000    0.000    0.000    0.000 __init__.py:1671(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 _decoders.py:15(ContentDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:203(TextChunker)
        1    0.000    0.000    0.001    0.001 _decoders.py:250(decode)
        1    0.000    0.000    0.000    0.000 _urls.py:135(raw_scheme)
        1    0.000    0.000    0.000    0.000 _urls.py:161(password)
        1    0.000    0.000    0.000    0.000 _urls.py:201(raw_host)
        2    0.000    0.000    0.000    0.000 _urls.py:300(raw_path)
        3    0.000    0.000    0.000    0.000 iri.py:126(idna_encoder)
        1    0.000    0.000    0.000    0.000 iri.py:32(IRIReference)
        1    0.000    0.000    0.000    0.000 normalizers.py:27(normalize_authority)
        1    0.000    0.000    0.000    0.000 normalizers.py:50(normalize_host)
        1    0.000    0.000    0.000    0.000 uri.py:25(URIReference)
        1    0.000    0.000    0.000    0.000 _config.py:276(Limits)
        1    0.000    0.000    0.000    0.000 asgi.py:28(ASGIResponseStream)
        1    0.000    0.000    0.000    0.000 default.py:107(close)
        1    0.000    0.000    0.000    0.000 default.py:98(ResponseStream)
        1    0.000    0.000    0.000    0.000 default.py:186(__enter__)
        1    0.000    0.000    0.000    0.000 default.py:233(AsyncResponseStream)
        3    0.000    0.000    0.000    0.000 _models.py:89(enforce_stream)
        3    0.000    0.000    0.000    0.000 _models.py:164(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:251(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:157(close)
        1    0.000    0.000    0.000    0.000 connection.py:173(has_expired)
        1    0.000    0.000    0.000    0.000 _synchronization.py:10(AsyncLock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:70(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:76(wait)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(ExceptionGroup)
        1    0.000    0.000    0.000    0.000 _fileio.py:214(_PathIterator)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 _sockets.py:37(_NullAsyncContextManager)
        1    0.000    0.000    0.000    0.000 _sockets.py:166(UDPSocket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1469(IPv4Network)
       16    0.000    0.000    0.000    0.000 _typedattr.py:16(typed_attribute)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:191(final)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:384(_maybe_adjust_parameters)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:452(Protocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:587(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:611(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1289(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 _tasks.py:13(TaskStatus)
        1    0.000    0.000    0.000    0.000 _synchronization.py:41(LockStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:76(Event)
        1    0.000    0.000    0.000    0.000 from_thread.py:139(_BlockingPortalTaskStatus)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 events.py:32(Handle)
        1    0.000    0.000    0.000    0.000 events.py:168(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:610(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 transports.py:233(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:47(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 unix_events.py:422(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:917(SafeChildWatcher)
        7    0.000    0.000    0.000    0.000 _trace.py:16(__enter__)
        1    0.000    0.000    0.000    0.000 sync.py:39(close)
        1    0.000    0.000    0.000    0.000 base.py:28(NetworkBackend)
        1    0.000    0.000    0.000    0.000 base.py:73(AsyncNetworkBackend)
        1    0.000    0.000    0.000    0.000 http11.py:213(close)
        1    0.000    0.000    0.000    0.000 http11.py:284(__init__)
        3    0.000    0.000    0.000    0.000 _connection.py:447(send)
        1    0.000    0.000    0.000    0.000 _events.py:219(_validate)
        1    0.000    0.000    0.000    0.000 _headers.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 _headers.py:65(Headers)
        1    0.000    0.000    0.000    0.000 _readers.py:129(__init__)
        1    0.000    0.000    0.000    0.000 _state.py:298(start_next_cycle)
        1    0.000    0.000    0.000    0.000 _state.py:200(ConnectionState)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(__init__)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:46(ReceiveBuffer)
        1    0.000    0.000    0.000    0.000 interfaces.py:83(ConnectionInterface)
        1    0.000    0.000    0.000    0.000 connection_pool.py:21(set_connection)
        1    0.000    0.000    0.000    0.000 connection_pool.py:335(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:349(close)
        1    0.000    0.000    0.000    0.000 __init__.py:333(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:549(_initialize_xml_detector)
        1    0.000    0.000    0.000    0.000 element.py:1551(__getattr__)
        1    0.000    0.000    0.000    0.000 element.py:2001(SoupStrainer)
        1    0.000    0.000    0.000    0.000 util.py:26(SelectorSyntaxError)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:298(SelectorNth)
